id,title,budget,revenue,genres,original_language,release_date,popularity,vote_average,vote_count,runtime
518068,"Along with the Gods: The Last 49 Days",18300000,112790210,Drama;Fantasy;Action,ko,2018-08-01,34.947,8.3,288,141
521777,"Good Boys",20000000,111037232,Comedy,en,2019-08-14,58.125,6.9,1411,89
581734,"Nomadland",5000000,14784114,Drama,en,2020-12-04,34.154,7.3,2081,108
417261,"Forever My Girl",3500000,16367326,Romance;Drama;Music,en,2018-01-26,48.957,7.6,943,104
375588,"Robin Hood",100000000,86493046,Adventure;Action;Thriller,en,2018-11-21,31.704,5.9,2424,116
395990,"Death Wish",30000000,34017028,Action;Crime;Drama;Thriller,en,2018-03-02,38.961,6.1,2089,107
445629,"Fighting with My Family",11000000,39055536,Comedy,en,2019-02-14,31.31,6.8,1284,108
471474,"Batman: Gotham by Gaslight",1000000,3469151,Thriller;Action;Animation;Science Fiction,en,2018-01-12,24.493,6.7,533,78
280217,"The Lego Movie 2: The Second Part",100000000,190514361,Action;Adventure;Animation;Comedy;Family,en,2019-01-26,34.148,6.7,1617,106
467909,"In the Heights",55000000,43000000,Drama;Music;Romance,en,2021-06-10,28.631,7.3,445,143
490132,"Green Book",23000000,319700000,Drama;Comedy,en,2018-11-16,33.266,8.2,8715,130
459910,"Braven",5000000,823471,Drama;Action;Thriller,en,2018-02-01,36.691,6.2,795,94
663260,"Black Box",10722240,9458821,Mystery;Thriller;Drama,fr,2021-09-08,19.725,7.7,396,130
501170,"Doctor Sleep",45000000,72281712,Horror;Thriller,en,2019-10-30,32.013,7.2,3165,152
400650,"Mary Poppins Returns",130000000,348807090,Fantasy;Family;Comedy,en,2018-12-13,30.428,6.5,2791,131
615453,"Ne Zha",20000000,742500000,Animation;Fantasy;Adventure,zh,2019-07-26,35.701,8.0,251,110
399035,"The Commuter",30000000,119942387,Action;Thriller,en,2018-01-11,32.634,6.3,3676,104
473149,"Traffik",4000000,5132274,Horror;Thriller,en,2018-04-20,28.481,6.2,377,96
399360,"Alpha",51000000,35808437,Adventure;Drama,en,2018-08-17,41.129,6.4,2104,97
438799,"Overlord",38000000,41657844,Horror;War;Science Fiction,en,2018-11-01,34.8,6.7,2236,110
554241,"Playing with Fire",29900000,44400000,Comedy;Family,en,2019-11-08,29.441,6.9,524,96
432527,"Padmaavat",31000000,81673897,Drama;History;Romance,hi,2018-01-25,21.457,6.9,198,164
477489,"Just a Breath Away",13749400,2842040,Drama;Science Fiction;Thriller,fr,2018-04-04,35.771,6.2,598,90
455207,"Crazy Rich Asians",30000000,238539198,Comedy;Drama;Romance,en,2018-08-15,36.307,7.1,2919,121
540901,"Hustlers",20000000,157600000,Drama;Comedy;Crime,en,2019-09-12,36.19,6.5,2449,110
489999,"Searching",1000000,66265218,Thriller;Mystery;Drama,en,2018-08-24,31.892,7.6,3028,102
492188,"Marriage Story",18000000,2300000,Drama,en,2019-09-28,27.289,7.8,5499,137
381719,"Peter Rabbit",50000000,351266433,Animation;Adventure;Family,en,2018-02-07,30.787,6.7,1388,93
484247,"A Simple Favor",20000000,97644617,Crime;Thriller;Mystery;Comedy,en,2018-08-29,34.31,6.6,3416,117
555974,"Brahms: The Boy II",10000000,20311536,Horror;Mystery;Thriller,en,2020-02-20,32.625,6.0,952,86
663870,"Riders of Justice",5300000,679505,Action;Comedy;Drama,da,2020-11-19,28.339,7.3,336,116
504172,"The Mule",50000000,174804407,Crime;Drama;Thriller,en,2018-12-14,25.809,6.8,3958,116
458897,"Charlie's Angels",48000000,73279888,Action;Adventure;Comedy;Science Fiction,en,2019-11-14,36.528,6.6,2358,118
430040,"The Hurricane Heist",35000000,32517248,Action;Crime;Thriller,en,2018-02-28,29.396,5.7,823,103
398978,"The Irishman",159000000,8000000,Crime;Drama;History,en,2019-11-01,26.938,7.6,5215,209
157433,"Pet Sematary",21000000,112399944,Horror;Thriller,en,2019-04-04,33.266,5.7,2622,101
512196,"Happy Death Day 2U",9000000,25327500,Comedy;Horror;Science Fiction,en,2019-02-13,24.736,6.3,2674,100
531309,"Brightburn",6000000,32893421,Horror;Thriller;Science Fiction,en,2019-05-09,33.144,6.1,2319,91
438689,"Siberia",2000000,2006704,Crime;Romance;Thriller,en,2018-07-13,29.501,4.8,413,105
465136,"Every Day",4900000,10421847,Fantasy;Romance,en,2018-02-22,29.217,7.2,1943,97
522924,"The Art of Racing in the Rain",18000000,33766787,Comedy;Drama;Romance,en,2019-08-08,34.649,8.3,1005,109
503919,"The Lighthouse",11000000,18123239,Drama;Fantasy;Thriller;Horror,en,2019-10-18,28.894,7.5,3168,109
460668,"I Feel Pretty",32000000,94539426,Comedy;Romance,en,2018-04-19,33.078,6.4,1794,111
623511,"The Burning Sea",8300000,2630853,Action;Drama;Thriller,no,2021-10-29,18.991,7.3,12,104
438674,"Dragged Across Concrete",15000000,660132,Crime;Action;Thriller,en,2018-09-03,20.398,6.5,680,159
539537,"Fantasy Island",7000000,47078545,Horror;Fantasy;Adventure;Mystery,en,2020-02-12,26.812,6.0,1774,109
571384,"Come Play",9000000,8119285,Horror,en,2020-10-28,27.884,6.3,409,96
487558,"BlacKkKlansman",15000000,93400823,Comedy;Crime;Drama;History,en,2018-08-09,24.184,7.6,6258,135
400157,"Wonder Park",100000000,119559110,Comedy;Animation;Adventure;Family;Fantasy,en,2019-03-13,25.275,6.5,537,86
445571,"Game Night",37000000,117501013,Mystery;Comedy;Crime,en,2018-02-22,25.799,6.8,4711,100
460555,"Operation Red Sea",70000000,579220560,Action;Thriller;War;Drama,zh,2018-02-16,18.871,6.8,152,139
535389,"The Great Battle",13305000,41509280,War;History;Action,ko,2018-09-19,12.17,7.3,87,135
458594,"Peppermint",25000000,48818723,Action;Thriller,en,2018-09-06,29.426,6.7,1624,102
437557,"Blockers",21000000,94017294,Comedy,en,2018-03-14,25.258,6.3,1635,102
535292,"21 Bridges",33000000,49939757,Crime;Action;Drama,en,2019-10-24,30.818,6.8,1470,99
592279,"Kalashnikov AK-47",3500000,1593464,War;History;Drama,ru,2020-02-20,28.493,7.6,181,105
538207,"We Die Young",4000000,143837,Drama;Action;Crime;Thriller,en,2019-05-09,20.368,6.9,215,93
447665,"Kickboxer: Retaliation",13000000,4537,Action;Drama,en,2018-01-26,23.046,5.5,216,110
371608,"The Strangers: Prey at Night",12500000,31039126,Horror;Thriller,en,2018-03-07,24.459,5.6,1057,85
474335,"Uncle Drew",19000000,17665000,Comedy,en,2018-06-27,38.528,6.7,422,103
463272,"Johnny English Strikes Again",25000000,158256993,Action;Adventure;Comedy,en,2018-09-13,28.329,6.3,1937,89
460885,"Mandy",6000000,1214525,Horror;Action;Thriller;Fantasy,en,2018-09-13,19.191,6.2,1399,122
575769,"4x4",3000000,1292773,Drama;Thriller,es,2019-04-04,22.596,6.4,77,87
515789,"StarDog and TurboCat",2100000,585443,Animation;Comedy;Family,en,2019-12-06,30.29,7.3,78,88
470044,"The Hate U Give",23000000,34934009,Crime;Drama,en,2018-10-19,25.501,8.3,1709,133
575094,"Abigail",7000000,1940234,Adventure;Fantasy;Mystery,en,2019-08-22,20.267,6.2,173,110
526050,"Little",20000000,17399000,Comedy;Fantasy;Romance,en,2019-04-04,23.101,6.9,540,108
458305,"Vivarium",4000000,427399,Science Fiction;Horror;Mystery,en,2019-09-07,23.931,6.0,1248,97
578189,"Black and Blue",12000000,22741061,Action;Thriller,en,2019-10-25,25.553,6.7,603,109
515195,"Yesterday",26000000,88092097,Music;Comedy;Romance;Fantasy,en,2019-06-27,25.235,6.7,3052,116
454458,"UglyDolls",45000000,32450241,Family;Animation;Comedy;Adventure;Fantasy;Music,en,2019-05-01,28.931,6.7,349,87
426613,"The Miseducation of Cameron Post",900000,2019874,Drama,en,2018-07-18,22.435,6.9,767,92
406761,"Hotel Artemis",15000000,12371132,Thriller;Science Fiction;Action,en,2018-06-07,20.808,6.0,1211,94
505600,"Booksmart",6000000,24849029,Comedy,en,2019-05-24,24.411,7.1,1985,102
361292,"Suspiria",20000000,6348889,Horror;Thriller,en,2018-10-11,26.774,7.0,1924,152
503616,"Second Act",16000000,72282227,Romance;Comedy,en,2018-11-22,25.481,6.4,990,100
542224,"Gretel & Hansel",5000000,22059211,Horror;Fantasy;Thriller,en,2020-01-30,22.175,6.0,1078,87
455980,"Tag",28000000,75100000,Comedy;Action,en,2018-05-30,44.485,6.7,2456,100
522212,"Just Mercy",25000000,50401502,Drama;Crime;History,en,2019-12-25,21.718,8.0,1604,137
464502,"Acrimony",20000000,34764055,Thriller,en,2018-03-30,25.033,6.8,322,120
454293,"Night School",29000000,33157615,Comedy,en,2018-09-27,19.664,6.2,1389,111
416234,"Winchester",3500000,44019588,Horror;Thriller,en,2018-02-02,20.354,5.9,1480,100
429300,"Adrift",35000000,4230000,Thriller;Romance;Adventure,en,2018-05-31,26.796,6.9,2207,96
531876,"The Outpost",18000000,2133452,War;Drama;History;Action,en,2020-06-24,23.453,6.9,712,123
583406,"Judas and the Black Messiah",26000000,6416063,Drama;History,en,2021-02-12,27.152,7.4,947,126
458423,"Mamma Mia! Here We Go Again",75000000,395044706,Comedy;Romance,en,2018-07-09,25.927,7.2,2791,113
463821,"The House with a Clock in Its Walls",42000000,131457147,Fantasy;Family;Comedy;Horror,en,2018-09-15,24.109,6.2,1746,105
517814,"Capernaum",4000000,64978931,Drama,ar,2018-09-20,29.274,8.2,1217,126
302349,"Iron Sky: The Coming Race",21000000,400900,Action;Comedy;Fantasy;Science Fiction;Adventure,en,2019-01-25,23.503,5.1,253,93
407451,"A Wrinkle in Time",103000000,132675864,Adventure;Science Fiction;Family;Fantasy,en,2018-03-08,22.823,5.1,1553,109
429471,"Captive State",25000000,5958315,Science Fiction,en,2019-03-15,25.472,5.6,892,110
532671,"The Prodigy",6000000,21150265,Horror;Thriller,en,2019-02-06,29.158,6.2,786,92
614696,"#Alive",6300000,13416285,Action;Horror;Thriller,ko,2020-06-24,25.473,7.3,1192,98
525661,"Bombshell",32000000,61404394,Drama;History,en,2019-12-13,21.77,6.8,2312,109
531428,"Portrait of a Lady on Fire",5740000,9923127,Drama;History;Romance,fr,2019-06-17,28.419,8.2,1699,120
454992,"The Spy Who Dumped Me",40000000,33562069,Action;Comedy,en,2018-08-02,24.025,6.4,1865,117
339380,"On the Basis of Sex",20000000,38673750,Drama;History,en,2018-12-25,19.882,7.4,800,120
425505,"Kin",30000000,10023153,Science Fiction;Action,en,2018-08-29,24.108,6.2,664,102
504608,"Rocketman",40000000,167323950,Music;Drama;History,en,2019-05-22,17.808,7.4,3689,121
420814,"Christopher Robin",75000000,99138899,Adventure;Comedy;Family;Fantasy,en,2018-08-02,19.982,7.3,2226,104
625568,"Unhinged",33000000,39238300,Action;Thriller,en,2020-07-16,25.877,6.4,1466,90
369972,"First Man",70000000,105702570,History;Drama,en,2018-10-11,23.299,7.0,4366,141
375262,"The Favourite",15000000,82124805,Drama;Comedy,en,2018-11-23,21.421,7.6,4276,119
473033,"Uncut Gems",19000000,50020902,Drama;Thriller;Crime,en,2019-08-30,29.467,7.1,3448,136
500852,"Miss Bala",15000000,15200000,Action,en,2019-02-01,20.162,6.4,404,104
440472,"The Upside",37500000,111353135,Comedy;Drama,en,2019-01-10,23.426,7.1,926,126
401469,"Widows",42000000,73866088,Crime;Thriller,en,2018-11-06,27.385,6.5,1851,129
370567,"Sherlock Gnomes",59000000,90497778,Animation;Family;Fantasy;Comedy;Adventure;Mystery,en,2018-03-15,14.753,5.6,570,86
446807,"The Girl in the Spider's Web",43000000,35164920,Action;Crime;Thriller;Drama,en,2018-10-25,22.633,6.1,1064,115
530254,"The Witch: Part 1. The Subversion",5500000,24340302,Action;Mystery;Fantasy,ko,2018-06-27,19.739,7.6,218,125
486131,"Shaft",30000000,21360215,Action;Crime,en,2019-06-14,19.911,6.6,1342,111
465086,"The Grudge",10000000,42800000,Horror;Mystery,en,2020-01-01,20.509,5.6,888,93
513045,"Stuber",16000000,22799033,Action;Comedy,en,2019-07-11,26.07,6.7,1006,93
441130,"Wolfwalkers",12000000,229041,Animation;Family;Adventure;Fantasy,en,2020-10-26,23.298,8.5,700,103
425001,"The War with Grandpa",18000000,16262351,Comedy;Family,en,2020-08-27,22.606,6.5,666,98
398173,"The House That Jack Built",9800000,5566776,Drama;Horror;Crime;Thriller,en,2018-10-04,22.235,7.2,1991,151
430155,"Coma",4000000,2363584,Science Fiction,ru,2019-11-19,18.488,6.3,341,111
454294,"The Kid Who Would Be King",59000000,32140970,Action;Adventure;Fantasy;Family,en,2019-01-16,21.142,6.1,562,120
412988,"The Happytime Murders",40000000,27506452,Action;Comedy;Crime,en,2018-08-22,17.499,5.7,791,91
452832,"Serenity",25000000,14454622,Thriller;Mystery;Drama,en,2019-01-24,19.927,5.4,1268,102
446021,"Bad Times at the El Royale",32000000,31882724,Thriller;Drama;Mystery;Crime,en,2018-10-04,18.947,6.8,2800,141
497814,"Breaking In",6000000,49078000,Thriller;Crime;Action;Horror,en,2018-05-05,18.321,5.9,552,88
523366,"Dragon Rider",17830000,3175644,Animation;Family;Adventure;Fantasy,en,2020-10-15,18.547,7.4,113,100
420426,"Bleach",3598902,4001919,Action;Fantasy;Adventure,ja,2018-07-20,19.661,6.6,441,108
399174,"Isle of Dogs",62770198,64241499,Adventure;Comedy;Animation,en,2018-03-23,21.985,7.9,3755,101
300681,"Replicas",30000000,8100000,Science Fiction;Thriller,en,2018-10-25,23.015,6.1,1050,107
526019,"Like a Boss",29000000,26925979,Comedy,en,2020-01-09,24.208,6.4,533,83
571655,"Valhalla",5256817,70821,Adventure;Fantasy,da,2019-10-10,15.084,5.1,73,105
451915,"Beautiful Boy",25000000,7649973,Drama,en,2018-10-12,20.291,7.5,1769,121
693827,"Lansky",183210,53478,Crime;Drama;Thriller,en,2021-06-24,16.432,6.0,57,119
615643,"Minari",2000000,12886100,Drama,en,2021-02-12,22.318,7.4,1001,115
504562,"Motherless Brooklyn",26000000,18377736,Drama;Thriller,en,2019-10-31,17.786,6.7,1084,145
399796,"Life of the Party",30000000,61700416,Comedy,en,2018-05-10,18.786,6.2,838,105
429197,"Vice",60000000,76073488,Drama;History;Comedy,en,2018-12-25,21.361,7.1,2681,132
489925,"Eighth Grade",2000000,13539709,Comedy;Drama,en,2018-01-19,18.096,7.2,1154,94
468224,"Tolkien",20000000,8654322,War;Drama;History;Romance,en,2019-05-03,17.318,7.0,1050,112
419704,"Ad Astra",87500000,132807427,Science Fiction;Drama,en,2019-09-17,18.766,6.1,5263,123
517093,"Balkan Line",3500000,4944386,Drama;Action;War,ru,2019-03-21,19.379,7.7,213,130
428836,"Ophelia",12000000,242115,Romance;History,en,2019-06-28,20.146,7.4,370,114
587272,"Father There Is Only One",3400000,15894372,Comedy,es,2019-08-02,14.337,7.1,249,95
500916,"Primal",9000000,146863,Action,en,2019-12-27,21.234,5.9,231,97
491584,"Burning",7280000,6591038,Mystery;Drama;Thriller,ko,2018-05-17,15.896,7.4,1096,148
292011,"Richard Jewell",45000000,33904605,Drama;History;Crime,en,2019-12-13,20.985,7.5,1828,131
453201,"The 15:17 to Paris",30000000,57076286,Thriller;History;Drama,en,2018-02-02,20.381,5.4,1377,94
508664,"Danger Close: The Battle of Long Tan",23934823,2078370,War;Action;Drama;History,en,2019-08-08,20.774,7.0,209,119
514277,"Mara",5000000,470901,Crime;Horror;Thriller,en,2018-08-22,13.552,5.7,294,100
511322,"The Good Liar",10000000,33856058,Crime,en,2019-11-08,19.686,6.7,794,109
549053,"Last Christmas",30000000,121550750,Comedy;Romance;Drama,en,2019-11-07,17.697,7.3,1826,102
548473,"Color Out of Space",6000000,1023510,Mystery;Science Fiction;Horror;Thriller,en,2019-09-07,24.271,6.0,903,111
492611,"The Turning",14000000,18472775,Horror;Thriller,en,2020-01-23,14.069,5.9,751,94
500475,"SuperFly",16000000,20545116,Action;Crime,en,2018-06-13,23.517,6.8,297,107
446696,"Life Itself",10000000,7997774,Drama;Romance,en,2018-09-21,12.516,7.2,386,118
509853,"The Fanatic",18000000,3153,Crime;Thriller,en,2019-08-30,18.671,4.5,199,89
602545,"Into the Labyrinth",4000000,2514679,Thriller;Mystery,it,2019-10-30,14.308,6.4,354,130
507505,"El Angel",3000000,10452324,Drama;Crime,es,2018-08-09,17.399,7.4,443,115
387592,"Early Man",50000000,53431158,Family;Comedy;Animation;Adventure,en,2018-01-26,23.109,6.1,634,89
506863,"Hurricane",10000000,2137751,War;Drama,pl,2018-09-07,16.645,6.0,117,107
453755,"Arctic",2000000,4100000,Drama,en,2018-11-21,15.055,6.4,878,98
614560,"Mank",25000000,122252,Drama;History,en,2020-11-13,14.427,6.8,1167,132
411728,"The Professor and the Madman",25000000,4957273,History;Drama;Mystery;Thriller,en,2019-03-07,15.202,7.2,827,124
220882,"London Fields",8000000,252676,Crime;Thriller,en,2018-09-20,16.532,5.0,179,118
50022,"Super Troopers 2",13500000,18850674,Comedy;Crime;Mystery,en,2018-04-19,19.567,5.8,339,100
501907,"A Beautiful Day in the Neighborhood",4000000,67760877,Drama;History,en,2019-09-07,16.231,7.0,1151,109
466411,"Speed Kills",15000000,5812,Crime;Drama;Thriller,en,2018-11-16,11.113,5.5,89,102
440161,"The Sisters Brothers",38000000,13143056,Western;Drama;Adventure,en,2018-09-19,18.258,6.8,1529,122
446101,"Assassination Nation",7000000,2900000,Thriller;Horror;Comedy,en,2018-09-21,15.607,6.3,637,108
585257,"Fire",7000000,12916151,Action;Drama,ru,2020-12-24,11.208,8.8,98,120
354279,"Charming",20000000,8751856,Animation;Adventure;Comedy;Family;Fantasy;Music,en,2018-03-26,18.315,6.6,201,90
506750,"Tanks for Stalin",2179800,36837802,War;Action;Adventure,ru,2018-04-26,11.291,5.1,28,95
556984,"The Trial of the Chicago 7",35000000,107423,Drama;History,en,2020-09-25,18.585,7.8,2227,130
535544,"Downton Abbey",20000000,192094429,Drama;Romance;History,en,2019-09-12,19.166,7.1,813,122
457136,"Mary Queen of Scots",25000000,37807625,Drama;History,en,2018-12-07,18.118,6.6,1447,124
621191,"Blue Story",1600000,5750000,Crime;Drama;Romance,en,2019-11-22,16.982,7.2,128,91
394741,"Stan & Ollie",10000000,24420923,Comedy;Drama,en,2018-12-28,12.288,7.0,827,98
467660,"Unsane",1500000,14293601,Horror;Thriller,en,2018-02-21,21.623,6.2,1231,98
472553,"Zoo",4000000,231719,Family;War;History,en,2018-06-08,10.983,6.8,78,96
458027,"The Last Warrior",2500000,1053002,Action;Drama;Fantasy;History;Adventure,ru,2018-01-18,15.781,6.1,89,105
664300,"Shiva Baby",250000,31014,Comedy;Drama,en,2021-04-02,14.133,7.2,226,78
508935,"The Eight Hundred",80000000,460919368,War;History;Drama;Action,zh,2020-08-14,13.782,7.2,136,147
688258,"Occupation: Rainfall",25000000,331091,Science Fiction;Action,en,2021-10-15,13.887,5.8,21,128
668742,"Father There Is Only One 2",4000000,14871307,Comedy;Family,es,2020-07-29,12.587,6.9,112,96
493551,"Operation Finale",24000000,17506878,Drama;History;Thriller,en,2018-08-29,14.124,6.7,731,124
426563,"Holmes & Watson",42000000,40462793,Mystery;Adventure;Comedy;Crime,en,2018-12-25,16.864,4.4,632,90
567646,"Extreme Job",8120000,124652206,Action;Comedy;Crime,ko,2019-01-23,14.631,7.0,138,111
437586,"mid90s",258158,6897446,Drama;Comedy,en,2018-10-19,18.742,7.5,1119,86
458737,"First Reformed",3500000,2525738,Drama,en,2018-05-18,14.757,7.0,1032,113
519010,"Pain and Glory",10769016,37359689,Drama,es,2019-03-22,18.049,7.5,1425,114
701062,"Sí, Mi Amor",5000,5000,Comedy;Family;Romance,es,2020-01-23,14.909,6.8,36,107
351044,"Welcome to Marwen",39000000,12780692,Drama;Comedy;Fantasy,en,2018-12-21,15.93,6.6,924,116
403300,"A Hidden Life",9000000,4612788,Drama;War;History,en,2019-12-11,12.588,7.1,472,174
539565,"Zola",5000000,3500000,Comedy;Crime,en,2021-06-30,18.113,6.2,86,86
442064,"Proud Mary",14000000,21753365,Thriller;Action;Crime,en,2018-01-12,14.099,5.4,411,88
536869,"Cats",95000000,73515024,Fantasy;Comedy;Drama,en,2019-12-19,19.681,4.3,715,110
438808,"White Boy Rick",29000000,26000000,Crime;Drama,en,2018-09-14,17.55,6.3,809,111
454283,"Action Point",19000000,5059608,Comedy;Drama,en,2018-06-01,12.886,5.3,269,85
426426,"Roma",15000000,1140769,Drama,es,2018-08-25,19.557,7.7,3324,135
553141,"The Head Hunter",30000,44652,Horror;Fantasy,en,2019-04-05,13.126,5.4,213,72
514619,"Nobody's Fool",19000000,29152618,Comedy;Romance,en,2018-10-31,13.101,6.2,244,110
603206,"Dream Horse",20000000,6435260,Comedy;Drama,en,2021-05-21,10.729,7.3,57,113
630220,"18 Presents",2500000,3486375,Drama,it,2020-01-02,13.734,7.5,565,114
536743,"Queen & Slim",20000000,47803176,Drama;Romance;Crime,en,2019-11-27,15.39,7.2,503,131
489931,"American Animals",3000000,2847319,Drama;Crime;Documentary,en,2018-06-01,18.775,6.8,723,117
376865,"High Life",8933400,2133033,Science Fiction;Drama;Mystery;Thriller,en,2018-09-26,16.275,5.8,799,113
401545,"Everybody Knows",11318430,17997350,Drama,es,2018-05-09,15.24,6.5,768,132
520900,"The Personal History of David Copperfield",15600000,11620337,Comedy,en,2019-11-07,16.26,6.5,327,119
517412,"Tesla",5000000,364008,Drama;History,en,2020-08-14,16.084,5.9,191,102
459616,"The Brand New Adventures of Aladin",18900000,25498160,Comedy,fr,2018-10-03,11.348,4.9,311,98
565310,"The Farewell",250300,22110994,Comedy;Drama,en,2019-07-12,12.326,7.5,1065,100
702525,"Bigfoot Family",17520000,10804610,Animation;Adventure;Family,en,2020-07-23,15.99,7.2,124,97
432301,"Chappaquiddick",34000000,17904202,History;Drama;Thriller,en,2018-04-06,9.477,6.1,209,107
572164,"EXIT",10892000,68325551,Action;Comedy,ko,2019-07-31,12.775,7.3,99,103
509733,"Spy Cat",9000000,3882729,Animation;Adventure;Comedy;Family,de,2019-04-11,12.06,7.0,60,84
613377,"30 Days Max",13000000,11208529,Comedy;Action,fr,2020-10-14,12.604,5.5,229,87
430231,"The Endless",1000000,956425,Science Fiction;Horror;Thriller,en,2018-04-06,14.61,6.3,745,112
456929,"Champions",4920975,20121318,Drama;Comedy,es,2018-04-06,12.623,7.6,582,124
577242,"Kaamelott: The First Chapter",17516235,19002036,Adventure;Fantasy,fr,2021-07-21,16.632,7.1,395,120
551808,"Black Christmas",5000000,18529730,Horror;Mystery;Thriller,en,2019-12-11,10.511,4.7,384,92
534780,"Andhadhun",4500000,40000000,Crime;Thriller;Comedy,hi,2018-10-05,14.041,7.7,312,139
339103,"Gotti",10000000,4343227,Crime;Drama;History;Thriller,en,2018-06-14,12.799,5.3,482,110
567566,"Blizzard of Souls",2,8,War;Drama;History,lv,2019-11-11,9.019,7.6,75,124
425148,"Show Dogs",5500000,38830219,Adventure;Crime;Family;Comedy,en,2018-05-18,19.455,6.0,194,92
407890,"Lean on Pete",8000000,2455027,Drama;Adventure,en,2018-04-06,15.308,6.9,251,121
613090,"Live Twice, Love Once",1450000,368430,Comedy;Drama,es,2019-09-06,14.535,7.5,274,101
463319,"Shadow",44005000,91708374,Action;Drama,zh,2018-09-30,13.244,6.8,228,116
440298,"Cold War",4954500,18754051,Drama;Romance;War;Music,pl,2018-06-08,13.31,7.5,1178,88
651881,"Bye Bye Morons",9700000,16955173,Comedy;Drama,fr,2020-10-21,13.215,7.3,562,87
595975,"La Belle Époque",11000000,13935410,Comedy;Drama,fr,2019-11-06,9.829,7.5,719,110
616584,"K-12",6000000,359377,Music;Horror;Fantasy,en,2019-09-05,11.06,7.8,204,92
581526,"Deliver Us from Evil",12000000,34662454,Action,ko,2020-08-05,13.531,6.7,97,108
506464,"The Awakener",3500000,2000000,Thriller;Action;Crime;Drama,pt,2018-11-01,8.7,6.3,105,108
447856,"Pad Man",10000000,23000000,Comedy;Drama,hi,2018-02-09,10.695,7.4,146,140
534259,"Blinded by the Light",15000000,18144644,Drama;Comedy,en,2019-08-09,14.0,7.0,454,114
477428,"The Painted Bird",7838798,579026,War;Drama;Thriller,cs,2019-09-12,11.558,7.1,75,169
542921,"While at War",4735684,12277353,Drama;History;War,es,2019-09-27,10.512,7.1,214,108
510298,"Seberg",8000000,592565,Thriller;Drama,en,2019-12-13,12.183,6.0,152,103
442065,"The Last Full Measure",20000000,3364426,War;Drama,en,2020-01-23,15.44,7.6,320,110
502682,"Book Club",10000000,78720293,Comedy;Romance;Drama,en,2018-05-18,12.155,6.2,636,104
512263,"Honey Boy",3500000,3400977,Drama,en,2019-11-08,9.143,7.1,473,94
391714,"On Chesil Beach",745971,3335913,Drama;Romance,en,2018-01-19,10.962,6.2,286,110
399121,"An Officer and a Spy",25300000,18878646,History;Drama;Thriller,fr,2019-09-30,10.802,7.1,1164,132
441384,"The Beach Bum",5000000,4554065,Comedy,en,2019-03-21,11.93,5.6,344,95
561557,"The Ash Lad: In Search of the Golden Castle",7300000,2996763,Fantasy;Adventure,no,2019-08-23,11.037,6.8,61,99
457915,"Superlopez",5200000,12496155,Comedy,es,2018-11-23,7.577,5.3,191,108
593402,"Tolo Tolo",20000000,52186426,Comedy;Drama;Family,it,2020-01-01,8.118,6.2,1021,90
628241,"Ala Vaikunthapurramuloo",14000000,28859072,Action;Comedy;Drama,te,2020-01-12,12.766,6.6,50,165
348672,"About Endlessness",4700000,18666,Drama;Comedy,sv,2019-11-15,7.724,6.3,93,78
523172,"Late Night",4000000,22384741,Comedy;Drama,en,2019-01-25,12.459,6.5,617,102
414001,"The Mercy",18000000,4536348,Drama;Adventure,en,2018-02-09,10.286,5.9,212,102
613349,"A Good Doctor",6837995,6294941,Comedy,fr,2019-12-11,9.711,6.6,237,90
465914,"If Beale Street Could Talk",12000000,20572691,Romance;Drama,en,2018-12-14,12.312,7.0,899,120
517331,"The Realm",4552700,1932261,Thriller;Mystery;Drama,es,2018-09-28,9.006,7.1,324,132
373449,"2.0",77000000,114629169,Action;Science Fiction;Thriller;Fantasy,ta,2018-11-29,8.332,6.0,102,149
574376,"Eye for an Eye",3328289,2407571,Drama;Thriller;Crime,es,2019-08-30,9.674,6.7,233,107
749004,"Petite maman",3167920,988191,Drama;Fantasy,fr,2021-06-02,10.756,7.0,89,72
575075,"The Hero",4065470,2889720,Action,ru,2019-09-26,12.437,5.7,34,120
582206,"The Best Is Yet to Come",13000000,7201952,Comedy;Drama,fr,2019-12-04,7.967,7.0,242,117
665488,"Divorce Club",9466480,5127426,Comedy,fr,2020-07-14,9.597,5.8,169,108
501590,"Synonyms",2500000,242483,Drama,fr,2019-02-28,7.086,5.9,85,123
470333,"Hearts Beat Loud",2000000,2115765,Music;Drama;Comedy;Family,en,2018-06-08,9.672,7.0,201,97
606952,"The Goddess of Fortune",4000000,8277796,Drama,it,2019-12-19,9.072,7.2,381,114
637053,"Shithouse",80000,18370,Comedy;Drama;Romance,en,2020-10-16,8.61,7.2,72,102
429416,"The Jesus Rolls",4500000,64648,Comedy;Crime;Drama,en,2019-10-17,9.968,4.5,98,85
566927,"Impractical Jokers: The Movie",3000000,10700000,Comedy,en,2020-02-21,8.912,6.9,107,92
585268,"War",27941858,66293455,Action;Thriller,hi,2019-10-02,9.203,6.8,160,156
381237,"Office Uprising",2500000,165623,Comedy;Horror;Action,en,2018-06-19,12.243,5.2,154,88
592336,"Don't Stop Me Now",8000000,5000000,Comedy,it,2019-04-18,8.552,6.4,291,102
512954,"Leaving Afghanistan",4302540,731827,Drama;Action;War,ru,2019-05-10,5.735,6.9,66,112
491625,"Gully Boy",5782853,33974264,Drama;Music,hi,2019-02-14,7.768,7.5,119,156
596650,"Chhichhore",6825000,29353057,Romance;Comedy,hi,2019-09-05,8.877,7.7,79,146
